Навзание проекта,Клиент,Менеджер,Отсрочка,Статья ОПиУ,Статья ДДС,Начислено с НДС,Наличие НДС,Сумма НДС,Начислено без НДС,"ИТОГО, реализация за минуоом штрафа",Оплачено аванс 1,Дата аванса,Оплачено аванс 2,Дата аванса,"УДЕРЖАНИЯ, штрафы",Окончательный расчет,Дата окончательного расчета,Осталось получить по проекту,Дата начала работ,Дата окончания проекта,Дата планового окончания проекта,месяц планового окончания работ,Дата планового поступления ДС,месяц планвого поступления  ДС,Месяц окончания проекта,Год окончания проекта,Продолжительность проекта,ДАТА УПД,Дата выставления акта,Месяц выставления акта,Дата подписания акта,№ Акта,статус акта,Срок подписание акта по п 4.6,,Регион,Статус оплаты,Оплачено,Источник
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"578 745,61",5%,"27 559,31","551 186,30","578 745,61",,,,,,,,"578 745,61",20.08.2026,19.09.2026,19.09.2026,9,19.10.2026,10,9,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:147
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ДУ),Поступление Клининг (ДУ),"299 825,59",5%,"14 277,41","285 548,18","299 825,59",,,,,,,,"299 825,59",20.08.2026,19.09.2026,19.09.2026,9,19.10.2026,10,9,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:148
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"412 706,09",5%,"19 652,67","393 053,42","412 706,09",,,,,,,,"412 706,09",20.09.2026,19.10.2026,20.10.2026,10,19.11.2026,11,10,2026,29,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:149
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"2 090 893,11",5%,"99 566,34","1 991 326,77","2 090 893,11",,,,,,,,"2 090 893,11",01.11.2026,30.11.2026,30.11.2026,11,14.01.2027,1,,2026,29,,,#VALUE!,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:150
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"595 870,35",5%,"28 374,78","567 495,57","595 870,35",,,,,,,,"595 870,35",01.11.2026,30.11.2026,30.11.2026,11,14.01.2027,1,11,2026,29,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:153
ЖК Таллинксий парк (СПБ),ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 599 464,23",5%,"76 164,96","1 523 299,27","1 599 464,23",,,,,,,,"1 599 464,23",01.11.2026,30.11.2026,30.11.2026,11,30.12.2026,12,11,2026,29,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:154
ЖК Твоя привилегия,​ ООО АПРИ КОМФОРТ ЕКАТЕРИНБУРГ ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"897 679,06",5%,"42 746,62","854 932,44","897 679,06",,,,,,,,"897 679,06",01.11.2026,30.11.2026,30.11.2026,11,14.01.2027,1,11,2026,29,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:155
ЖК Милый дом,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"373 920,60",5%,"17 805,74","356 114,86","373 920,60",,,,,,,,"373 920,60",01.11.2026,30.11.2026,30.11.2026,11,30.12.2026,12,11,2026,29,,,,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:156
ЖК River Парк,"ООО УК ""БАЗА-ЮГ""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"175 000,00",5%,"8 333,33","166 666,67","175 000,00",,,,,,,,"175 000,00",01.11.2026,30.11.2026,30.11.2026,11,30.12.2026,12,11,2026,29,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:157
ЖК River Парк,"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"703 000,00",5%,"33 476,19","669 523,81","703 000,00",,,,,,,,"703 000,00",01.11.2026,30.11.2026,30.11.2026,11,30.12.2026,12,11,2026,29,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:158
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"407 255,33",5%,"19 393,11","387 862,22","407 255,33",,,,,,,,"407 255,33",21.09.2026,20.10.2026,21.10.2026,10,20.11.2026,11,10,2026,29,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:166
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"461 430,77",5%,"21 972,89","439 457,88","461 430,77",,,,,,,,"461 430,77",22.09.2026,21.10.2026,22.10.2026,10,21.11.2026,11,10,2026,29,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:167
ЖК Космонавтов 11,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"2 090 893,11",5%,"99 566,34","1 991 326,77","2 090 893,11",,,,,,,,"2 090 893,11",01.12.2026,31.12.2026,31.12.2026,12,14.02.2027,2,12,2026,30,,,#VALUE!,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:168
ЖК Нокса Парк,ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"595 870,35",5%,"28 374,78","567 495,57","595 870,35",,,,,,,,"595 870,35",01.12.2026,31.12.2026,31.12.2026,12,14.02.2027,2,12,2026,30,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:171
ЖК Таллинксий парк (СПБ),ООО ПИК-Комфорт Профи,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"1 599 464,23",5%,"76 164,96","1 523 299,27","1 599 464,23",,,,,,,,"1 599 464,23",01.12.2026,31.12.2026,31.12.2026,12,30.01.2027,1,12,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:172
ЖК Твоя привилегия,​ ООО АПРИ КОМФОРТ ЕКАТЕРИНБУРГ ,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"897 679,06",5%,"42 746,62","854 932,44","897 679,06",,,,,,,,"897 679,06",01.12.2026,31.12.2026,31.12.2026,12,14.02.2027,2,12,2026,30,,, ,,,,,,Екатеринбург,Не оплачено,"0,00",Uchet_sdelok:173
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"412 706,09",5%,"19 652,67","393 053,42","412 706,09",,,,,,,,"412 706,09",20.10.2026,19.11.2026,20.11.2026,11,20.12.2026,12,11,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:174
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"407 255,33",5%,"19 393,11","387 862,22","407 255,33",,,,,,,,"407 255,33",20.10.2026,19.11.2026,20.11.2026,11,20.12.2026,12,11,2026,30,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:175
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"412 706,09",5%,"19 652,67","393 053,42","412 706,09",,,,,,,,"412 706,09",20.11.2026,19.12.2026,20.12.2026,12,19.01.2027,1,12,2026,29,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:177
ЖК Курортный,ООО Самолет УК,,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"407 255,33",5%,"19 393,11","387 862,22","407 255,33",,,,,,,,"407 255,33",20.11.2026,19.12.2026,20.12.2026,12,19.01.2027,1,12,2026,29,,, ,,,,,,Санкт-Петербург,Не оплачено,"0,00",Uchet_sdelok:178
ЖК Астон.Реформа (Куй),"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"96 000,00",,"0,00","96 000,00","96 000,00",,,,,,,,"96 000,00",01.05.2026,31.05.2026,31.05.2026,5,07.05.2026,5,5,2026,30,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:180
ЖК Астон.Движение (Пех),"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"164 000,00",,"0,00","164 000,00","164 000,00",,,,,,,,"164 000,00",01.05.2026,31.05.2026,31.05.2026,5,15.05.2026,5,5,2026,30,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:181
ЖК Астон.Реформа (Куй),"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"96 000,00",,"0,00","96 000,00","96 000,00",,,,,,,,"96 000,00",01.06.2026,30.06.2026,30.06.2026,6,16.04.2026,4,6,2026,29,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:182
ЖК Астон.Движение (Пех),"ООО УК ""БАЗА""",,,Реализация услуг Клининг (ОД),Поступление Клининг (ОД),"164 000,00",,"0,00","164 000,00","164 000,00",,,,,,,,"164 000,00",01.06.2026,30.06.2026,30.06.2026,6,10.07.2026,7,6,2026,29,,,,,,,,,Казань,Не оплачено,"0,00",Uchet_sdelok:183
